"A1" "A2" "A3" "B1" "B2" "B3"
"284958" 27 24 28 50 47 33
"150468" 4 15 0 67 142 276
"3552" 16 4 0 68 60 45
"3553" 2495 486 871 3350 2051 1533
"27178" 0 0 0 0 0 2
"56300" 0 0 0 4 0 2
"27179" 0 0 0 0 2 0
"27177" 0 0 0 147 92 103
"26525" 0 0 0 83 87 85
"84639" 0 0 0 0 0 0
"3557" 1440 1112 1193 173892 155767 202329
"23550" 2595 3184 3174 6412 7422 7435
"7849" 50 67 172 479 456 1264
"654433" 109 128 416 1022 1094 3091
"100506707" 115 121 357 429 525 1481
"100130100" 0 0 4 0 0 0
"150472" 398 721 745 880 1083 1175
"200350" 0 0 2 4 3 4
"729468" 0 19 8 0 37 5
"654412" 0 0 0 0 0 0
"100302128" 0 2 1 0 0 9
"375260" 1531 1196 1210 776 655 953
"84771" 11 203 307 48 458 509
"118433" 38 43 26 454 647 832
"11159" 203 227 230 507 571 702
"100506748" 183 184 308 595 642 741
"80255" 430 319 515 3168 3807 3537
"100506762" 6 25 4 58 224 116
"10096" 7735 5360 7282 32184 38383 39595
"100499194" 1 0 0 4 12 8
"440900" 2 13 5 10 20 34
"57628" 0 8 0 0 7 0
"100506782" 0 0 0 0 0 0
"8886" 1732 1668 1292 3305 3436 4097
"54520" 4762 3662 4790 4935 6132 6743
"51141" 443 312 229 1182 1287 1384
"100506797" 0 0 0 4 4 4
"2019" 0 0 0 0 0 0
"8685" 303 1084 1704 233 1201 8164
"165257" 0 0 0 4 9 67
"55240" 456 530 731 4321 5007 8517
"130355" 67 40 52 253 360 309
"1622" 1973 1277 1661 16045 21121 24775
"140738" 4 0 0 2 58 0
"6344" 0 0 0 0 0 0
"200373" 0 0 0 0 0 0
"80775" 10 4 10 169 219 199
"5775" 314 273 249 260 302 483
"57669" 98 37 143 38 11 48
"79134" 188 154 260 1698 1648 1743
"5899" 3236 2594 3146 5797 6255 6617
"3625" 22 2 6 0 2 0
"84931" 0 0 0 0 0 0
"2736" 0 0 0 4 0 0
"29842" 108 266 302 162 266 370
"23332" 2474 2758 2815 2279 2571 3011
"100151683" 0 1 1 0 0 0
"100506849" 0 6 0 0 0 0
"254128" 45 21 38 144 133 181
"84365" 982 676 702 1290 1334 1579
"7247" 2564 1693 2495 3144 3442 3965
"129684" 0 0 0 0 0 0
"2995" 1879 1769 1447 1097 1201 2865
"339760" 0 0 0 0 0 0
"274" 2236 1200 422 1553 1925 1048
"339761" 0 0 0 0 0 0
"2071" 1909 2002 2073 1840 2206 2388
"100506904" 2709 4473 3045 2443 2194 2599
"10746" 6100 9738 5909 6045 6448 7256
"100506922" 179 251 111 305 305 348
"5624" 76 57 10 1556 669 985
"55677" 1144 1153 1401 2834 3181 3598
"4648" 393 164 322 89 264 349
"55679" 6 18 8 41 432 590
"2840" 14 0 0 0 68 85
"84826" 1047 517 782 692 780 1055
"55339" 1116 1431 1406 3023 3453 3651
"100507061" 51 27 32 163 123 115
"5433" 866 539 727 1367 1592 1778
"83607" 830 570 804 1385 1220 1437
"79595" 2397 2254 2789 1451 1657 1775
"56886" 2850 3151 4006 8003 9129 11390
"9394" 2805 2270 1922 2234 2613 2567
"151121" 0 0 0 0 0 0
"389033" 0 0 0 0 0 0
"100131320" 0 0 0 0 0 0
"84084" 0 0 0 0 6 4
"440905" 0 0 0 0 0 0
"728378" 0 0 0 0 0 1
"285103" 0 0 0 0 0 0
"91409" 0 0 1 0 0 0
"55627" 3581 2697 3937 3369 3397 4045
"80097" 741 469 428 679 694 938
"112714" 1 3 2 5 0 0
"84317" 1285 1160 1434 1808 1897 2563
"92856" 1305 1014 1113 1708 1745 2090
"26469" 11282 8633 11197 5842 7254 7968
"100216479" 0 0 0 0 0 0
"646802" 0 0 0 0 0 0
"653269" 0 0 0 0 0 0
"653275" 0 0 0 0 0 0
"646743" 0 0 0 0 0 0
"150527" 0 0 0 0 0 0
"55997" 0 0 0 0 0 0
"653781" 0 0 0 0 0 0
"100132708" 0 0 0 0 0 0
"344561" 0 0 0 0 0 0
"205147" 0 0 0 0 0 0
"50649" 20 20 1 2 0 4
"130074" 10076 8524 9711 7716 7999 9782
"55041" 9424 10148 8563 21189 25921 29665
"445582" 1 0 1 3 7 3
"440910" 0 0 0 0 0 0
"100128270" 0 0 0 0 0 0
"150786" 6 4 3 35 17 37
"100287712" 0 0 0 0 0 0
"389043" 0 0 0 0 0 0
"401010" 0 2 0 0 0 2
"113457" 2 8 16 21 55 45
"653784" 541 295 321 899 724 1149
"150776" 2206 2352 3097 798 817 1205
"90557" 0 3 0 23 13 10
"440915" 0 0 0 0 0 0
"100507474" 15 12 29 15 49 63
"100507460" 29 28 66 54 118 220
"29798" 4 4 9 23 35 68
"408029" 0 0 0 0 0 4
"554226" 0 0 0 0 0 0
"100313824" 0 0 0 0 0 0
"646915" 0 0 0 0 0 0
"100128406" 0 0 0 0 0 0
"339742" 0 0 0 0 0 0
"2863" 0 0 0 0 6 20
"116372" 0 0 0 44 46 50
"344148" 0 0 0 8 8 4
"100507536" 0 0 0 0 0 0
"4249" 526 529 664 1819 2567 2938
"100507553" 6 0 4 0 0 0
"151162" 1045 1126 1472 4224 5460 7049
"81615" 10 4 0 24 30 45
"130013" 9 5 4 0 3 10
"100129961" 35 23 12 26 49 45
"905" 3030 2873 4726 1862 2302 2541
"80122" 0 2 0 10 2 0
"22930" 1370 1749 1200 2845 3582 3963
"84083" 64 26 54 106 93 108
"23518" 1720 1249 1374 1677 1855 2146
"406915" 0 0 0 0 0 0
"23190" 6558 7989 8040 7036 7496 9237
"3938" 0 3 0 9 0 2
"100507600" 0 0 0 15 37 75
"4175" 302 226 219 1432 2052 2668
"1615" 1230 860 882 2258 2595 4188
"100131316" 38 7 4 13 23 14
"7852" 31484 17332 14218 1354 1119 1989
"80731" 0 0 0 5 4 0
"3176" 1457 1296 1005 3314 4042 4615
"339745" 4582 5673 4729 2313 2563 2857
"11249" 0 0 0 0 0 0
"647012" 0 0 0 0 0 0
"53353" 0 0 8 0 2 0
"8942" 1886 1586 1388 9459 7695 10524
"55843" 925 630 770 1792 1959 2261
"79712" 452 354 362 781 1050 1135
"9839" 12906 14313 10671 13746 15710 16301
"401014" 4 0 0 15 29 20
"100505498" 0 0 0 2 2 0
"728773" 0 0 0 0 0 0
"92" 323 424 592 1365 1520 1366
"5000" 649 672 618 784 990 973
"55777" 192 209 292 223 195 343
"26122" 1425 1540 1708 1120 1324 1520
"3800" 14 10 32 6 16 2
"130576" 0 0 0 0 0 0
"130574" 0 0 0 0 0 0
"27249" 2069 1579 1701 3366 3669 4561
"642340" 70 38 42 12 5 11
"150596" 0 0 0 0 4 0
"390" 0 0 0 143 177 117
"375287" 233 402 457 822 806 856
"9111" 1218 895 932 1793 2189 2138
"7130" 8 1 11 140 43 82
"55183" 2320 2882 4194 2527 2615 3058
"4703" 98 166 386 134 235 429
"26225" 2681 2744 2537 2354 2924 3686
"785" 108 267 255 18 35 18
"10254" 390 848 708 1964 2263 2195
"114793" 254 206 426 11508 12564 15715
"55660" 7857 8223 8094 5577 6062 7097
"151188" 462 384 520 1404 1330 1706
"56475" 0 0 0 0 0 0
"114805" 0 0 0 0 0 0
"3760" 0 0 0 0 0 0
"4929" 14439 21068 25940 141 114 170
"2820" 1265 1281 1309 5342 6398 7517
"11227" 22 23 4 0 1 0
"57471" 996 1971 880 81 70 100
"728066" 79 111 94 30 15 38
"9595" 14036 16051 9966 1962 2257 2800
"130399" 0 2 0 20 12 8
"90" 625 408 547 2175 2045 2324
"100505936" 0 0 0 0 2 0
"151531" 0 0 6 0 0 0
"130940" 0 0 0 0 0 0
"8502" 376 225 497 514 531 848
"92196" 0 0 0 0 0 0
"85461" 0 1 14 169 158 80
"151525" 428 626 584 599 748 765
"29994" 2313 2358 3593 2053 2391 2198
"100505957" 0 0 9 1 9 3
"643072" 165 147 176 265 273 398
"64844" 2764 3007 1958 3720 4050 4827
"9936" 13447 8544 8798 4256 4619 5213
"4065" 1845 3434 2963 548 1141 1094
"22925" 0 0 0 2 4 22
"3694" 0 0 0 0 4 0
"100505984" 0 2 0 0 1 11
"5937" 3013 3646 3151 7219 8700 9282
"10010" 1714 2452 1509 3969 3803 4102
"100506037" 12 10 17 30 20 34
"100506015" 16 3 28 0 0 24
"10213" 734 487 610 3578 3902 4336
"100506055" 83 49 8 159 101 109
"10716" 0 0 0 2 0 0
"57282" 14 12 6 0 0 0
"1803" 78 25 30 26 6 42
"100506077" 0 0 0 8 2 0
"2641" 0 0 0 0 0 0
"2191" 0 0 0 0 0 2
"64135" 855 922 1438 3200 3859 2236
"25801" 2564 4747 6524 4225 5097 5426
"90134" 8 14 10 21 17 18
"55137" 0 0 0 0 0 0
"2888" 0 0 0 4 0 0
"22837" 14 20 19 2 40 71
"100337591" 0 0 0 0 0 0
"151258" 0 0 12 0 0 0
"6328" 2 12 8 0 0 0
"6326" 0 0 0 3 0 0
"80034" 0 0 0 6 0 0
"2591" 1042 1465 1357 77 136 121
"100506124" 47 89 72 37 45 49
"79809" 541 830 728 530 685 715
"100506134" 8 5 5 4 11 12
"6323" 0 0 0 0 1 14
"6335" 12 8 54 886 1664 2474
"6332" 0 0 0 12 20 55
"129446" 0 0 0 0 0 0
"8708" 0 0 0 0 0 0
"27347" 246 275 330 798 1131 1385
"253782" 3434 2986 3451 4797 5017 6230
"115677" 3 11 8 4 6 9
"57405" 0 0 0 44 36 112
"57818" 0 0 0 0 0 0
"8647" 0 0 3 4 8 0
"10170" 35 48 65 1979 2217 1328
"4036" 0 10 0 12 2 2
"129880" 16 26 22 471 510 658
"10324" 0 0 0 26 50 26
"79675" 141 122 203 1992 2064 2330
"9360" 2908 2689 1829 2798 3163 3693
"129881" 18 13 33 0 0 4
"493911" 10 1 3 19 39 30
"151230" 0 0 6 35 5 30
"6741" 1846 1737 2016 3123 4405 4120
"29081" 208 186 121 613 687 939
"130507" 1947 2906 2306 2951 3289 3760
"140469" 0 10 4 2 0 0
"440925" 0 0 0 0 0 0
"389058" 0 0 0 4 0 0
"100505695" 0 0 0 0 0 0
"100506147" 0 0 0 2 0 0
"285141" 0 0 0 0 0 0
"2571" 0 0 0 6 38 4
"26003" 3147 2247 2412 4834 4802 6571
"9874" 1378 1581 1390 3306 3701 4101
"79828" 355 394 440 976 1017 1374
"80067" 288 399 578 786 796 924
"79901" 1657 1269 1300 1673 2201 2076
"1781" 674 633 512 4349 5818 5678
"8604" 340 456 380 838 1005 1047
"8520" 755 569 612 1828 1947 2200
"254042" 39 21 53 63 115 130
"1745" 0 0 0 0 0 4
"1746" 0 0 0 0 0 0
"3655" 245 107 141 4408 4518 3939
"100287375" 13 6 8 41 22 11
"5163" 1206 1008 1282 803 803 1049
"91149" 0 0 0 0 0 0
"11069" 10 0 2 22 6 6
"51776" 1469 1129 1609 1690 1390 1832
"339751" 106 151 138 16 17 7
"83879" 84 62 97 36 85 158
"6670" 13631 13013 11672 3516 4277 5120
"100128905" 0 0 0 0 4 0
"29789" 2204 1605 1432 2263 2564 3095
"100131390" 0 0 0 0 0 0
"9541" 2752 2436 2693 2935 5195 8336
"79634" 117 143 189 660 837 998
"151556" 391 661 953 376 586 681
"7456" 5703 5618 4158 15102 16212 16826
"440926" 5720 3312 1275 2336 2191 1209
"1134" 0 0 0 0 0 0
"1123" 24 8 12 3 13 9
"1386" 638 805 769 1509 1694 1635
"100126350" 11 4 9 0 0 0
"518" 2747 2165 1539 10411 11301 13286
"80856" 751 933 678 2378 2696 3363
"344191" 0 0 0 0 0 0
"3239" 0 0 0 0 0 0
"3238" 0 0 0 0 0 0
"3237" 0 0 0 0 0 0
"3236" 0 0 0 0 0 0
"3235" 0 0 0 0 0 0
"3234" 0 0 0 0 0 0
"100506783" 0 0 0 0 0 0
"406903" 0 0 0 0 0 0
"3233" 0 0 0 0 0 0
"3232" 0 0 0 0 0 0
"401022" 0 0 0 0 0 0
"100506798" 0 0 0 0 0 0
"3231" 0 0 0 0 0 0
"10651" 175 104 163 1070 1315 1323
"100302142" 0 0 0 0 0 0
"375295" 0 0 0 0 0 0
"220988" 12269 11539 13803 13498 16842 18734
"4780" 3406 3268 3063 6716 7200 7056
"100422824" 6 15 6 5 3 0
"100130691" 30 76 92 130 223 269
"8540" 1883 1970 2016 5329 7218 8661
"150737" 10 28 20 138 103 146
"92104" 36 16 26 187 118 211
"50940" 0 0 0 2 6 0
"100506816" 0 0 0 0 0 0
"129831" 164 176 242 518 548 667
"114880" 0 2 2 10 16 45
"100506831" 157 249 259 624 643 670
"8575" 1787 1187 1224 1331 1387 1946
"100506850" 59 105 137 230 213 216
"494513" 25 30 42 57 57 81
"51661" 2 4 9 72 65 70
"65977" 1088 930 1098 934 877 1038
"100506866" 37 61 81 32 32 66
"7273" 635 892 1072 678 841 1283
"100506892" 0 0 0 0 0 0
"285025" 8 8 4 0 2 0
"91404" 2810 4741 3781 1552 1540 2160
"151126" 0 0 0 0 0 0
"100506905" 0 0 0 0 0 0
"100302172" 0 0 0 0 0 0
"57703" 573 580 544 837 975 1133
"10477" 1765 1583 1482 1364 1940 1874
"3676" 9883 7219 10992 3114 4190 3975
"375298" 276 129 237 60 94 114
"4760" 0 0 0 0 0 0
"6744" 11314 9068 10469 7016 7392 8756
"151242" 0 0 0 0 0 0
"5136" 0 4 4 0 0 0
"54431" 3504 2979 3519 7075 7543 9336
"2487" 0 0 0 0 0 0
"10787" 8 0 13 240 201 273
"142679" 2 0 0 98 147 112
"129401" 49 23 74 270 256 275
"91752" 905 524 791 1412 1422 1604
"100506923" 0 0 0 0 0 0
"401024" 2 2 4 8 4 8
"55854" 6590 4173 4965 2946 3372 3978
"3685" 827 890 862 5713 4993 7686
"165215" 88 56 37 37 58 84
"151112" 7 7 0 0 0 0
"10203" 65 101 107 86 172 132
"7035" 16 1 0 1298 889 1020
"51454" 0 0 0 0 0 0
"693146" 0 0 0 0 0 0
"116093" 0 0 0 0 0 0
"1281" 0 0 0 0 0 0
"100302219" 0 0 0 0 0 0
"1290" 20 4 2 34 53 15
"100422908" 0 0 0 0 0 0
"84128" 860 1315 1304 1033 1139 1320
"30061" 108 139 130 336 408 430
"54529" 1272 1231 1102 1532 1674 1882
"150709" 60 72 73 118 143 134
"64172" 26 20 49 368 471 418
"94101" 2548 1884 2893 2767 2666 4042
"5378" 243 287 404 692 563 869
"2660" 0 0 2 20 0 6
"84281" 32 7 32 61 104 124
"26275" 68 58 54 683 890 1054
"3628" 495 223 272 1168 1259 1031
"54842" 1451 1263 1319 8109 8191 11182
"100131211" 184 181 198 290 208 335
"100506964" 18 4 6 13 13 10
"4664" 713 951 873 1025 1354 1355
"100506945" 0 0 0 0 0 0
"2744" 2158 2911 3268 6073 6379 7985
"6772" 4140 8472 14072 17118 25397 18039
"6775" 252 222 156 93 191 26
"4430" 0 0 4 851 575 647
"64859" 663 757 963 4861 6408 8091
"8436" 160 26 32 9 14 16
"100506977" 0 0 0 0 0 0
"23671" 0 0 0 0 0 0
"100506993" 0 0 0 0 0 0
"64002" 0 0 0 0 0 0
"57181" 176 451 294 3131 3509 2441
"56171" 0 0 26 2 12 21
"9262" 33144 30114 32217 3456 4339 5390
"57520" 0 11 20 58 78 35
"100507039" 18 0 0 2 6 8
"284992" 6 28 14 65 28 28
"100130452" 0 0 2 0 0 0
"9330" 639 748 777 1462 1758 1901
"401027" 0 0 6 0 4 0
"80055" 143 296 191 131 161 173
"91526" 1776 2536 3224 1034 1508 1744
"23451" 26721 25805 30021 15921 17670 20928
"80219" 2797 2391 2955 1684 1647 2328
"3329" 2227 1406 1735 14737 13521 17277
"3336" 513 361 373 2716 2985 3407
"25843" 2986 1946 2650 1250 1499 1600
"130132" 4 0 4 2 0 7
"92935" 128 80 180 551 644 782
"66037" 2 10 0 0 0 0
"5334" 358 287 289 1047 1291 1361
"23314" 52 20 52 331 215 193
"100288092" 12 5 8 14 30 10
"150538" 0 0 0 0 0 0
"348751" 61 106 120 152 252 243
"205327" 1582 1276 1698 1623 1779 2190
"129450" 631 629 963 443 482 566
"79568" 638 413 469 513 626 656
"26010" 450 287 332 4092 4692 4954
"130535" 1145 916 964 1073 1073 1297
"151246" 30 32 63 250 356 653
"316" 4 2 0 14 4 6
"344454" 0 0 0 0 0 0
"100507140" 2 0 0 0 0 0
"9689" 12841 5670 5133 10276 11048 14049
"100507159" 11 9 3 0 0 4
"1195" 13047 10605 11769 2520 2881 3258
"53938" 659 515 409 1687 1772 1405
"60491" 87 167 183 817 738 984
"4999" 247 353 508 476 643 816
"285172" 2721 3719 4030 1578 2023 1958
"4709" 271 237 189 1969 2208 2404
"8837" 4807 4007 5204 4981 5159 5071
"843" 2414 2911 3444 1366 1803 1721
"841" 6935 10293 6472 1573 2108 2060
"130540" 19 78 90 43 39 82
"66008" 1139 1020 1044 3821 4618 4983
"55437" 476 255 309 943 983 1419
"151254" 10 0 6 4 10 7
"65062" 51 49 29 87 63 180
"58538" 0 0 0 7 3 4
"57679" 552 609 777 1151 1857 1694
"65061" 0 0 0 0 0 0
"8324" 28 53 23 404 269 507
"100505748" 0 0 0 0 0 0
"165057" 0 0 0 0 0 1
"100288301" 0 0 0 0 0 0
"7341" 3760 2212 2198 2812 3693 3810
"51602" 1418 1061 1182 2119 1957 2615
"692110" 2 0 0 0 0 0
"100113392" 0 0 4 0 0 0
"692058" 21 17 14 3 12 3
"659" 1094 1469 1111 4443 5326 5969
"100507247" 0 0 0 0 1 1
"150864" 1491 2178 3163 107 217 349
"130026" 328 616 1135 82 74 143
"55759" 132 95 141 962 1105 1471
"79800" 118 134 178 287 349 399
"65065" 311 232 408 535 573 606
"100507265" 7 2 6 7 33 31
"57404" 1022 878 1447 1663 1441 1883
"10152" 307 347 424 1057 1419 1361
"65059" 655 312 694 3149 4269 5048
"940" 280 288 170 4 10 0
"1493" 79 54 33 6 10 0
"29851" 67 50 56 10 0 9
"117583" 0 0 0 0 2 18
"100507313" 0 0 0 0 8 8
"8828" 278 164 164 10319 9585 7341
"54891" 4174 4049 5961 2046 2425 2585
"729570" 106 132 151 88 80 124
"100329109" 33 15 34 254 181 265
"100507380" 6 8 10 98 156 197
"4719" 1239 1310 933 4829 5429 6471
"1933" 13048 8571 8511 8560 8367 12648
"26798" 10 10 0 6 7 2
"619569" 4 1 8 15 2 15
"2825" 0 0 0 0 0 0
"57683" 66 74 85 48 32 148
"8745" 0 1 0 0 0 4
"200726" 0 0 0 0 0 0
"391475" 0 0 0 0 0 0
"130752" 0 0 0 0 0 0
"22868" 547 642 684 1382 1705 1897
"100423002" 0 0 0 0 0 0
"100422993" 0 0 0 0 0 0
"130749" 0 0 0 5 5 4
"8609" 1747 1775 1943 280 325 249
"100423036" 2 0 10 0 0 0
"100302130" 0 0 0 0 0 0
"1385" 1725 2174 2487 2632 3126 3263
"151194" 330 271 344 628 700 722
"151195" 1661 1415 1316 3154 3656 3878
"7855" 98 150 340 761 1101 1156
"389072" 1366 1736 2029 1079 987 1282
"100507443" 0 0 0 0 0 0
"1421" 2 0 0 0 0 0
"1420" 0 0 0 0 0 0
"1419" 0 0 0 2 0 0
"1418" 0 0 0 0 0 0
"389073" 0 0 0 0 6 0
"3417" 329 589 508 15157 18347 18740
"100507475" 2 0 0 33 29 18
"200576" 5301 6609 7164 4737 4737 5367
"5746" 12 2 23 0 5 8
"4133" 0 0 0 6 14 26
"285175" 0 0 0 16 13 32
"6120" 174 170 184 1579 2194 2277
"151050" 157 262 405 523 624 694
"33" 0 0 0 0 0 0
"4632" 0 0 0 0 0 0
"10314" 538 508 392 598 753 984
"1373" 0 4 0 1 8 0
"29034" 0 0 0 0 0 0
"2066" 0 0 0 0 2 2
"100313771" 0 0 0 0 0 0
"22807" 82 34 52 377 259 599
"79582" 0 2 2 36 72 82
"402117" 0 0 0 0 0 0
"580" 129 113 196 139 197 221
"26154" 0 0 0 3 2 0
"471" 423 362 405 2631 2661 3471
"100507488" 0 0 0 13 5 0
"2335" 56 8 18 396 123 431
"646324" 0 4 0 16 14 6
"100505800" 0 0 0 0 0 0
"55686" 12 35 32 5051 5494 7256
"55825" 116 159 127 189 362 465
"92691" 0 8 2 52 79 23
"7520" 4407 4954 3723 10774 12234 14699
"150967" 0 12 0 35 24 27
"57574" 0 0 0 0 0 0
"50485" 213 115 330 1112 1248 1612
"100507554" 5 0 0 40 44 77
"6168" 28767 20451 17772 16715 17550 24008
"3485" 6 8 37 40 129 2301
"3488" 0 0 0 0 0 0
"7141" 0 0 0 0 0 0
"100507572" 0 0 0 0 0 0
"100507592" 0 0 0 0 0 0
"729582" 4 4 19 13 97 57
"7145" 415 914 880 13024 13506 15335
"285180" 281 501 677 1754 651 357
"3580" 167 344 588 563 1380 911
"3579" 101 38 64 639 1565 663
"3577" 66 28 32 22 84 64
"10109" 24007 19726 19474 34891 42265 48332
"151306" 788 732 888 320 354 550
"14" 1856 1809 1954 4366 4357 5230
"25953" 9140 9339 6202 6692 5091 6579
"64114" 10410 7713 6552 29491 26902 33164
"375307" 234 255 396 143 131 159
"6556" 21223 23863 22868 37467 31787 46988
"58190" 7227 7973 6157 5921 7276 8844
"407017" 8 18 16 2 9 3
"7429" 6 3 17 14 1 8
"57695" 619 327 500 738 762 825
"9125" 982 820 633 1164 1306 1431
"84812" 53 48 117 35 62 85
"7701" 712 766 1038 513 656 826
"617" 195 173 159 255 334 390
"64320" 288 308 283 551 636 663
"27148" 456 550 756 365 612 513
"9654" 1048 1142 1241 2395 2706 2814
"1593" 4856 3387 3821 24100 23072 36518
"53632" 16 20 38 50 34 36
"7475" 0 4 10 1 4 10
"80326" 4 4 4 8 0 2
"8941" 0 0 0 0 0 0
"151300" 0 0 0 0 0 0
"54738" 0 0 0 0 0 0
"1412" 0 0 0 0 0 0
"494324" 0 0 0 0 0 0
"255101" 8 4 4 8 0 0
"3549" 11 2 0 0 0 0
"100422957" 0 0 0 0 0 0
"79840" 512 431 528 490 464 620
"151295" 34 37 55 44 33 31
"27013" 6187 4406 4338 3364 3480 3505
"79137" 4648 4332 3677 6606 7323 8459
"130617" 1732 1270 1111 766 900 1034
"10058" 72 89 53 193 192 125
"79065" 6006 4471 4938 3631 3004 4005
"55139" 1218 1228 1253 895 762 1025
"79411" 473 318 230 520 633 596
"8576" 1024 795 634 1037 903 1196
"7277" 5642 3171 2079 1119 867 821
"80086" 56 56 41 2 6 2
"3300" 1764 1223 1106 3939 3710 4775
"5798" 10 0 0 10 8 6
"406944" 0 0 0 0 0 0
"389075" 0 0 0 0 0 0
"23549" 1668 1617 2239 2508 2944 3785
"1674" 28 30 77 0 2 13
"10290" 6 10 6 19 10 5
"100507611" 0 0 5 0 0 0
"29926" 828 472 793 2035 2124 2346
"55515" 0 4 3 0 2 0
"79586" 26 15 14 1323 814 1182
"130612" 0 0 0 52 21 24
"100423039" 0 0 0 0 0 0
"23363" 12 2 20 89 94 202
"3623" 0 0 0 0 0 0
"114790" 3058 2757 3298 2132 2663 3091
"6508" 32 6 32 12 8 13
"100422959" 0 0 0 0 0 0
"2043" 34 12 26 12 6 1
"729770" 0 0 0 0 0 0
"646644" 18 18 5 11 14 10
"5077" 0 0 0 0 0 0
"151278" 0 6 0 0 0 0
"440934" 0 7 2 0 4 0
"130367" 0 10 21 31 20 36
"10056" 391 323 409 1321 1459 1830
"116255" 4 0 0 51 60 101
"2181" 5388 1360 1918 10470 12563 13765
"23704" 0 0 0 0 0 0
"7857" 0 4 0 0 0 2
"130340" 84 73 96 250 294 362
"57590" 8091 7874 10639 7055 8295 8951
"65080" 1996 1184 1295 1860 1958 2581
"5270" 0 0 7 44 48 50
"79843" 45 73 91 12 18 36
"8452" 3607 4058 4025 3913 4271 4809
"55619" 2797 3700 2998 13204 15777 12063
"57624" 0 0 0 8 0 0
"3667" 60 99 52 160 276 308
"84236" 569 569 614 1165 1224 1695
"1286" 0 22 10 14 6 10
"1285" 19 2 10 10 31 15
"654841" 0 0 0 26 23 35
"56947" 1779 1300 1146 1508 1849 2192
"79853" 8 0 0 0 0 0
"3267" 15843 14245 12817 5618 6586 7597
"56918" 0 0 0 0 0 0
"80704" 0 0 0 0 0 0
"6364" 10 2 0 12 3 12
"164781" 0 0 0 0 0 10
"80309" 0 0 0 0 0 0
"55022" 5758 1509 1886 615 683 953
"92737" 33 2 2 6 0 0
"9320" 6760 8207 8503 11408 12879 13728
"130888" 31 42 26 26 51 45
"151473" 0 0 0 1 8 0
"3431" 1892 1932 1928 1465 2702 1362
"11262" 302 303 333 201 410 249
"93349" 864 1069 1026 1353 1519 1601
"6672" 5260 6229 6021 3868 5290 4513
"51719" 4898 5025 4717 13351 16521 15652
"100505506" 23 31 16 8 3 11
"81618" 199 218 353 232 462 606
"9290" 0 6 8 40 42 16
"348761" 0 0 0 0 0 0
"130560" 0 0 0 0 0 0
"257407" 0 0 0 0 0 0
"5707" 1025 1087 1393 6336 7163 7607
"3357" 87 83 143 6 16 25
"80210" 0 0 0 67 31 68
"93010" 118 92 42 316 817 661
"729898" 0 0 0 1 0 0
"4691" 11326 8798 8909 17045 17632 22417
"654321" 8 21 14 16 33 20
"6082" 4 20 12 5 15 13
"25826" 0 0 0 0 0 0
"151477" 0 2 0 1 6 18
"10316" 24 28 4 0 0 4
"165100" 0 0 0 0 0 0
"5757" 68582 47612 43247 35240 37065 51541
"5147" 434 165 278 688 822 906
"64708" 746 659 1200 1404 1792 1968
"100302126" 0 0 0 0 0 0
"4880" 0 0 0 74 49 4
"129563" 862 660 771 777 961 1112
"693147" 0 0 0 0 0 0
"250" 12 0 0 0 0 0
"347694" 0 0 0 0 0 0
"251" 0 0 0 0 0 0
"248" 0 0 0 0 0 0
"9427" 0 0 6 0 0 0
"100505597" 0 2 0 2 0 0
"1144" 0 0 0 4 0 0
"1146" 16 19 5 5 18 6
"200765" 213 196 189 136 135 196
"9470" 1814 1422 1553 2091 2566 2729
"80303" 0 6 0 0 2 0
"26058" 2210 3569 3594 3710 4497 4880
"3769" 112 100 149 6 13 34
"389084" 6 2 10 7 8 20
"25791" 12 6 16 0 2 0
"4759" 0 0 0 0 0 0
"3635" 10712 9711 7876 5180 7551 5383
"55054" 3624 2524 3238 911 967 1192
"677775" 26 25 15 0 0 4
"677772" 48 25 42 16 5 5
"6295" 6 2 16 0 0 0
"8527" 8642 10232 7845 1429 1554 1645
"55230" 399 424 575 2376 2219 2429
"54576" 0 0 0 0 0 0
"54575" 0 0 0 0 0 0
"54600" 0 0 0 0 0 0
"54577" 0 0 0 0 0 0
"54578" 0 0 0 0 0 0
"54579" 0 0 0 0 0 0
"54657" 0 0 0 0 0 0
"54659" 0 0 0 0 0 0
"414061" 0 0 0 0 0 0
"54658" 0 0 0 0 0 0
"339766" 2 0 0 0 5 4
"55355" 4 10 2 110 106 350
"151507" 5 0 18 106 93 105
"79054" 0 0 0 4 9 0
"6694" 0 0 0 0 0 0
"10123" 40485 15355 10978 1557 1657 1050
"23677" 365 423 202 229 425 687
"116987" 20 16 8 27 6 44
"100506749" 0 0 0 0 0 0
"100506723" 0 0 0 0 0 0
"2637" 0 0 0 0 0 0
"401036" 0 0 0 0 0 0
"79781" 0 0 0 0 0 0
"57007" 1507 140 579 15 18 20
"93463" 0 0 0 0 0 0
"10920" 1924 1110 1298 1907 2297 2660
"100506763" 80 102 141 51 37 67
"1293" 0 1 0 951 898 154
"79083" 0 0 0 824 754 255
"51052" 0 0 0 0 0 0
"64284" 31 14 22 278 286 196
"9208" 19737 19690 18306 27521 26757 33955
"375316" 389 681 442 104 112 85
"10267" 0 2 0 143 534 170
"140739" 2100 2056 1664 2733 3523 3604
"51540" 359 257 258 610 727 733
"339768" 0 0 2 34 41 8
"377007" 11 23 23 17 72 252
"151176" 0 2 7 8 10 8
