"A1" "A2" "A3" "B1" "B2" "B3"
"51594" 756 625 938 1654 1891 2521
"1653" 866 877 1140 3079 3796 4301
"10408" 0 0 0 0 0 0
"4613" 4 0 0 0 0 0
"81553" 13102 6915 7213 1820 2081 2399
"729475" 0 0 0 0 0 0
"7447" 0 0 0 18 22 4
"79677" 643 608 857 1239 1286 1762
"348654" 372 427 466 887 1247 922
"343930" 0 0 0 0 0 0
"3790" 0 0 0 6 28 12
"57665" 410 343 296 673 722 837
"93034" 4 6 0 4 5 8
"130497" 0 0 0 0 0 0
"400946" 81 196 288 7 26 42
"130502" 315 255 346 154 238 270
"57539" 98 57 165 166 183 349
"4148" 0 4 0 0 0 0
"100506455" 0 0 5 2 1 0
"9741" 8891 5011 4444 5473 5518 6153
"6382" 2 0 0 760 355 813
"100131373" 0 0 0 8 0 0
"23369" 3074 4477 3188 4461 5119 5711
"388" 13844 11716 9108 3263 2669 3270
"64342" 1256 849 1037 2743 3253 3507
"151449" 2 2 2 0 0 0
"60526" 135 32 87 877 1222 1373
"338" 0 0 0 0 0 0
"100507562" 0 0 0 0 0 0
"114818" 23 44 58 86 107 251
"54454" 1497 2035 1983 1150 1292 1561
"165324" 699 532 741 567 568 819
"388931" 2 6 0 0 7 0
"80304" 22 16 36 256 310 302
"2281" 34 33 86 152 176 207
"51639" 1828 1290 1198 1539 1670 1863
"9540" 801 723 959 2631 3382 3203
"375189" 2 2 6 28 29 20
"375190" 235 234 224 167 106 198
"653140" 10 16 8 15 2 12
"50618" 5621 8197 8383 3950 5040 5330
"100507630" 0 10 2 0 0 0
"646049" 5 10 16 1 0 0
"8648" 4736 4550 5348 2650 2732 3473
"391356" 843 676 571 905 964 1091
"79172" 24 60 39 104 127 185
"109" 545 753 940 4072 4962 5619
"51277" 295 359 357 296 291 323
"729723" 2 2 0 41 41 44
"22979" 0 10 25 479 321 568
"5443" 105 57 68 146 125 151
"1788" 806 875 906 1871 2359 2296
"100302246" 0 0 2 0 4 2
"100131510" 7 10 13 0 4 0
"1838" 118 138 148 176 321 438
"55252" 701 1057 1592 2641 3076 3506
"100505526" 4 25 9 7 4 26
"3797" 74 73 63 687 1022 785
"10890" 1413 1732 1512 11388 13254 15132
"150946" 12 15 36 52 41 44
"3030" 10571 7739 7885 12395 14298 16611
"3032" 4172 3964 4063 8624 10186 11800
"165082" 25 18 60 26 59 19
"85465" 1115 1203 1353 2075 2209 2220
"92749" 2 9 0 2 0 0
"9381" 37 96 30 68 98 4
"339778" 0 0 0 0 0 0
"130106" 0 0 0 0 0 0
"3777" 0 0 0 0 0 0
"54978" 1196 1037 1264 3963 4158 5268
"1058" 17 14 23 56 71 185
"56896" 0 0 0 0 5 0
"22924" 190 283 249 858 1311 1535
"54867" 1580 1573 1648 3895 3804 4998
"60509" 505 291 324 408 404 662
"100128731" 1344 1000 1009 2207 2198 2777
"11117" 42 37 36 635 726 744
"3795" 37 65 52 286 174 330
"10669" 8 0 0 17 11 24
"84696" 10 17 14 16 14 6
"10113" 451 517 425 3743 4431 4986
"339779" 0 0 0 0 0 0
"150921" 0 0 0 0 0 0
"8884" 566 367 588 2307 2360 2838
"51374" 2183 1505 1481 3421 3499 4267
"790" 229 253 399 3422 3495 4082
"7781" 0 6 0 4787 3530 2702
"285126" 0 0 0 406 362 249
"57159" 0 5 0 1334 823 916
"7349" 57 39 64 54 64 47
"4358" 977 671 880 3890 4406 4422
"2976" 1336 1681 1556 3351 3500 4421
"100505624" 6 13 24 16 6 3
"100505605" 158 176 179 413 387 382
"8890" 1007 872 999 1301 1563 1637
"9784" 3379 3179 3290 8633 9355 11004
"130557" 1380 991 1400 1265 1660 1663
"5496" 3190 2082 2340 4565 4901 5310
"2498" 5 6 7 4 5 2
"29959" 8127 5172 6102 10633 11400 12580
"200634" 47 46 71 79 84 62
"26160" 407 403 509 558 672 829
"64838" 0 0 0 22 9 16
"2646" 0 0 0 0 0 0
"84226" 0 0 2 33 75 78
"84450" 414 358 690 821 1112 1084
"79635" 29 16 22 59 73 82
"11321" 1428 766 723 1518 1509 1925
"9913" 1952 1708 2179 2296 2556 2749
"22950" 868 840 921 2169 2206 2637
"9553" 1125 690 677 975 977 1453
"64080" 34 12 5 26 28 11
"100302650" 497 576 359 4 4 6
"9577" 1387 977 987 1106 1265 1327
"100422965" 0 3 0 5 11 3
"100505736" 6 4 8 0 0 2
"100505716" 69 152 163 4 16 47
"403150" 203 234 189 5 7 5
"2355" 151071 69614 51832 3351 3226 4115
"151056" 1378 894 786 408 541 398
"100505774" 0 5 0 0 2 0
"5500" 23983 19980 20853 8333 8929 9815
"245711" 0 2 12 11 13 4
"55006" 250 207 261 319 357 470
"23160" 3431 1907 3501 2347 2529 3181
"692209" 0 0 0 2 0 0
"26796" 17 13 9 0 0 4
"165186" 344 135 122 21 55 12
"388939" 0 0 0 79 72 100
"79745" 1065 1308 1023 2912 3966 4840
"238" 9 7 0 19 184 136
"51646" 24891 15338 18226 3580 3958 5075
"81606" 131 185 66 55 72 62
"253558" 42 30 75 196 251 398
"92291" 0 0 0 0 0 0
"79623" 0 0 1 17 6 12
"440854" 0 0 2 2 2 10
"30845" 67 117 66 230 152 243
"7498" 0 1 0 0 0 4
"6716" 0 0 0 0 0 0
"51072" 2563 2268 1957 2752 2995 3467
"84661" 219 140 148 727 913 1067
"6683" 2866 2232 2167 1650 1866 2303
"55676" 168 247 328 1552 1897 2186
"58484" 366 189 284 3397 3684 3696
"84272" 281 272 217 1695 1602 2204
"57448" 5265 6655 6198 5678 6842 6980
"693143" 0 2 0 0 0 1
"55622" 134 44 120 782 816 900
"285045" 0 0 0 0 0 0
"100271832" 0 0 0 0 0 0
"4052" 10 4 14 0 0 0
"25780" 110 62 67 2811 3896 4008
"25940" 356 364 615 1765 2013 2330
"151325" 0 0 0 0 0 0
"100288911" 0 0 0 46 22 34
"51232" 118 198 286 2492 2083 2197
"9637" 888 669 755 2545 2643 3489
"5212" 0 0 0 26 8 8
"6801" 1774 1660 1838 2057 2515 2771
"54497" 1054 1386 1907 3092 3008 3796
"253635" 214 292 260 476 461 613
"5610" 1327 2026 1873 2056 3585 1794
"391365" 0 0 0 0 0 0
"100505876" 814 610 726 1510 1719 1930
"10153" 2337 1423 1672 1686 1954 1604
"55471" 289 385 300 482 548 561
"23683" 2274 3161 3373 2227 2424 2879
"25797" 2371 1537 1766 6082 5851 7195
"10602" 3878 8519 11752 2492 3184 4651
"151393" 154 97 242 686 550 794
"1545" 1692 1700 1199 18965 29540 27794
"285154" 80 19 26 93 69 136
"64225" 2376 1915 1937 1321 1450 1616
"92906" 581 790 734 2411 2673 2708
"130589" 133 35 66 4762 6095 4741
"6432" 3232 3096 3235 3681 4329 4956
"79833" 34 33 26 301 440 385
"90957" 876 1717 1511 717 879 1010
"729967" 95 44 65 228 291 357
"100271715" 0 10 6 15 4 10
"375196" 0 0 0 4 12 13
"6654" 650 844 988 2325 2627 2608
"100505911" 0 4 2 27 24 29
"344387" 0 2 0 7 7 8
"8491" 1050 926 1151 3131 3826 3817
"728730" 59 36 42 754 742 1207
"130733" 2 10 11 97 99 202
"80745" 923 883 1126 429 515 535
"100128590" 0 29 32 31 16 30
"6546" 2060 2729 3132 7471 7918 8313
"388942" 0 0 0 0 0 0
"400950" 0 0 0 12 8 8
"91461" 0 0 2 0 2 13
"27436" 2287 3167 3071 13139 13193 19529
"9167" 3026 2535 1741 2867 2823 3660
"170850" 0 0 4 0 0 4
"100130921" 0 0 0 0 0 0
"57504" 137 78 117 355 310 363
"165140" 326 375 326 261 199 226
"23498" 647 464 427 843 952 1003
"100506047" 4 1 2 10 12 16
"678" 57305 35181 44339 18794 20016 19077
"100129726" 145 160 166 48 30 63
"63892" 1003 734 1032 1655 1858 2599
"130271" 10 3 2 0 0 0
"728819" 0 0 0 0 0 0
"51626" 64 71 34 243 236 368
"64240" 0 0 0 0 1 0
"64241" 0 0 0 4 1 3
"10128" 2384 2749 2563 5552 5984 7718
"5495" 3546 3910 3693 2903 3065 3500
"6519" 4 6 2 0 0 9
"9581" 47 69 96 1586 1838 2025
"79823" 98 47 72 138 166 152
"100130502" 0 0 0 0 0 0
"100506088" 0 0 0 0 0 0
"100506108" 0 0 0 0 0 0
"6496" 0 0 0 0 0 0
"10736" 0 0 0 0 0 0
"400952" 0 0 0 0 2 0
"55133" 315 243 355 1012 1245 1356
"5581" 843 867 748 483 610 657
"2034" 528 158 131 8991 10783 12679
"388946" 0 0 0 0 0 0
"90423" 32 25 82 52 74 138
"440862" 74 55 105 58 181 177
"23433" 5188 5761 5791 7447 7401 9592
"100506142" 405 598 709 163 142 235
"5281" 100 123 126 363 522 485
"9419" 179 201 170 579 808 729
"100506155" 156 261 269 95 52 115
"9655" 1334 917 1571 1152 1173 1235
"388948" 0 6 0 0 0 8
"100134259" 9 0 2 4 9 2
"100506177" 87 56 133 23 47 39
"90411" 2589 2237 1871 3469 3825 4539
"57217" 16992 10634 11774 8388 9455 10406
"285051" 2 6 5 5 4 0
"805" 4708 5384 4172 19849 23842 26944
"618" 0 0 0 0 0 3
"4072" 0 0 0 6 8 14
"693144" 0 0 0 0 0 0
"4436" 52 18 46 1139 842 1401
"56660" 0 0 0 0 2 6
"100506222" 0 0 0 0 0 0
"2956" 1011 1185 1703 1716 1866 2448
"80204" 5870 5527 4889 3563 4125 4004
"100506235" 30 5 30 13 15 10
"3344" 2314 5062 4796 2099 2333 2377
"129285" 614 550 858 1168 1302 1562
"286749" 0 0 0 1 0 10
"11037" 0 22 13 33 125 280
"11036" 0 0 0 0 0 0
"3973" 0 0 0 0 0 0
"2492" 0 0 0 0 0 0
"9378" 2 0 0 0 0 1
"100506300" 0 0 0 0 0 0
"51130" 16 34 9 24 27 23
"100302652" 0 0 0 0 6 2
"494143" 22 16 11 94 111 169
"27248" 1099 961 834 3000 2772 3770
"10936" 32 53 53 102 146 143
"23198" 4786 4366 4704 4305 5225 5438
"100506338" 1 9 18 20 8 37
"100506318" 2 4 6 10 10 33
"98" 125 99 158 253 347 452
"388951" 0 0 2 0 4 0
"129852" 0 0 0 0 0 0
"6711" 759 901 898 603 1094 1528
"56969" 0 0 0 0 0 0
"400954" 26 41 32 6 29 37
"57142" 6820 7617 7464 32726 34148 41724
"130162" 54 33 131 162 113 212
"6233" 28084 19932 18977 11177 12000 17377
"4528" 779 799 874 4192 3805 3817
"344405" 69 76 109 234 274 355
"55704" 5944 6747 6758 29425 33442 41312
"112942" 164 155 116 624 657 873
"57223" 2064 3743 4285 3837 4662 5298
"87178" 456 689 637 1621 1995 1648
"2202" 0 0 0 0 0 0
"406999" 0 0 0 0 0 0
"406998" 0 0 0 0 0 0
"100126319" 0 0 0 0 0 0
"100129434" 0 1 0 0 0 0
"114800" 0 0 0 16 0 20
"7444" 756 733 952 723 899 1023
"55120" 130 181 233 351 380 436
"400955" 0 8 0 0 0 0
"100506891" 0 0 0 0 0 0
"53335" 962 930 1064 191 275 273
"100286932" 0 0 19 1 8 0
"100506934" 1 4 18 5 10 26
"100313884" 0 0 0 0 0 0
"64895" 381 397 495 868 913 836
"400957" 0 0 0 3 1 0
"5966" 5097 5665 5971 838 1058 1044
"150962" 537 814 714 515 437 456
"5194" 1029 715 976 1204 1110 1312
"84542" 98 150 120 1218 1044 1422
"339803" 57 21 21 432 595 449
"339804" 19 42 52 442 703 966
"130872" 2679 2964 3646 3653 3379 3362
"9736" 6494 7136 7801 6327 6751 7767
"100124537" 0 4 5 0 0 0
"7514" 2645 2525 3076 9246 11465 12215
"84140" 14 2 16 43 58 61
"10575" 2743 2079 2030 6449 7390 8060
"150684" 202 230 294 736 914 1277
"10678" 2366 1553 1528 3262 4240 6814
"200728" 0 0 2 24 16 46
"23301" 191 232 321 263 235 313
"100132215" 0 0 2 8 5 10
"5013" 0 0 0 0 0 0
"51057" 226 236 180 215 203 328
"4190" 647 696 716 14589 16421 20632
"7360" 1301 904 963 6701 8869 9671
"51542" 1285 1595 1774 1589 1964 2218
"57162" 19109 13903 19274 1017 1249 1527
"150992" 0 0 0 0 0 0
"100507006" 1483 2096 1642 10 142 53
"29094" 57 4 36 279 531 690
"54812" 2106 2916 1719 4050 4719 4664
"339807" 0 0 0 0 0 0
"9792" 16975 15111 18035 4731 4731 5037
"730184" 0 2 0 8 4 2
"6509" 472 241 355 17283 18666 24085
"23177" 520 586 578 1210 1032 1022
"5861" 12583 8102 10075 12891 16263 17088
"10097" 9530 12594 8191 37131 44928 47011
"200734" 375 210 142 1753 1939 2136
"100131818" 0 0 0 0 0 0
"730198" 0 0 0 0 0 0
"4211" 23 7 8 11 12 14
"100507073" 0 0 0 0 0 0
"54465" 229 161 233 374 463 553
"10438" 1669 1195 1225 1324 1442 1548
"116143" 38 9 24 646 629 899
"56902" 954 773 807 887 917 1026
"5534" 6449 6898 5756 4243 4708 5604
"25927" 14 8 4 573 568 612
"5341" 28673 26163 33310 31728 31931 32088
"554251" 15 27 82 139 132 230
"200558" 48 64 110 138 170 188
"10887" 0 0 0 2 0 0
"9938" 1041 1745 1952 2432 3373 3377
"27302" 0 8 0 0 0 0
"200504" 0 0 0 0 1 0
"56287" 0 0 0 0 0 0
"84168" 0 0 0 2 2 16
"100423030" 0 0 0 0 0 0
"2673" 2018 2307 3279 4603 4008 5179
"27247" 409 219 234 927 1102 1169
"22848" 2953 4059 4138 5486 6598 6900
"100124535" 0 0 0 0 0 0
"307" 957 774 983 5697 8554 8653
"64395" 333 260 388 974 812 1101
"11017" 1624 1368 1175 1655 1639 1803
"4084" 17408 13118 16557 3462 3726 4467
"151516" 28 24 33 16 18 21
"400960" 223 183 169 124 96 102
"5093" 34399 27140 23204 18313 20231 22659
"100133985" 16 2 5 2 14 10
"54980" 132 48 119 437 442 417
"7072" 1079 1354 1460 2644 2666 3093
"100302268" 0 0 0 0 0 0
"51449" 310 437 428 2801 3286 3785
"6637" 512 468 501 1463 1648 2057
"84908" 1513 1260 1284 2360 2064 2348
"7039" 128 48 96 218 231 100
"119" 14 58 99 10 46 121
"344018" 8 10 0 0 0 0
"165530" 192 154 389 62 57 19
"50489" 0 0 6 125 10 39
"25806" 0 0 0 4 0 0
"525" 4 0 2 17 1 4
"79998" 9 52 44 10 0 0
"113419" 3379 2493 3469 7188 6443 8287
"79315" 0 0 0 2 0 0
"55577" 4737 3472 5822 11296 13640 13243
"84693" 101 109 148 202 221 308
"10199" 747 864 1243 1349 1526 1847
"400961" 26 2 53 2 14 22
"27332" 928 1161 1251 3980 4205 4741
"100507113" 142 250 161 110 113 161
"8291" 3066 5295 5026 660 1133 942
"56603" 6 0 0 0 0 0
"23233" 192 147 216 188 220 235
"6697" 111 63 61 3635 3244 3839
"2016" 14 12 25 4 18 10
"94097" 2049 1941 2193 1275 1700 1847
"26056" 180 66 130 321 323 638
"344022" 10 0 0 0 0 0
"10322" 201 177 227 674 685 984
"84279" 286 228 294 980 1009 1389
"10574" 2026 1425 1547 7179 7704 8849
"150726" 2063 1801 2265 1375 1899 1932
"100507133" 0 0 7 2 9 5
"1961" 20 0 4 10 40 18
"7840" 813 1056 1172 595 741 853
"9027" 0 0 0 0 4 0
"200420" 0 7 0 2 6 4
"51471" 0 8 4 4 10 2
"51002" 341 297 228 619 493 770
"8446" 738 835 720 1167 1131 1464
"388960" 0 0 0 0 0 0
"10617" 471 344 381 1295 1475 1552
"100507148" 213 228 244 232 339 293
"72" 0 0 0 0 0 0
"1716" 481 376 506 1100 1294 1480
"200424" 8538 12899 14286 4646 6998 6880
"388962" 71 59 25 758 750 841
"100507171" 0 8 4 28 30 22
"55233" 4805 4822 6291 6054 8324 7969
"10797" 2010 1645 1863 11365 11436 13404
"57835" 109 107 172 919 930 1188
"1639" 4523 3670 4032 7883 8899 9982
"100189589" 0 2 1 0 1 3
"388963" 26 32 43 14 48 49
"100130009" 2 5 0 5 5 4
"84058" 120 103 85 55 127 134
"6242" 0 4 0 344 575 385
"83444" 1154 1057 1034 810 897 1093
"23559" 1775 1665 1650 1430 1270 1729
"7841" 2003 2125 2436 4084 3834 5301
"116540" 1136 830 921 1480 1707 1940
"84865" 62 122 116 706 931 799
"64427" 887 663 1085 1622 1684 2223
"85474" 4 2 0 53 37 33
"151534" 44 52 52 524 610 555
"84759" 649 297 430 472 560 631
"3196" 0 5 0 0 0 0
"165545" 14 4 0 33 21 20
"550" 6719 5164 5842 6295 7071 8039
"27429" 258 150 113 691 731 839
"84695" 881 694 678 1669 1852 2051
"1796" 875 941 531 4516 4546 5370
"130951" 107 87 95 411 311 498
"10505" 24 20 24 182 212 254
"3099" 4587 6441 3780 16140 18384 21541
"56655" 1383 1178 1158 1108 1676 1903
"6869" 0 0 0 1 1 2
"84141" 0 0 0 0 0 0
"9801" 341 370 375 2017 2149 2994
"6936" 293 298 288 603 547 795
"80059" 0 0 0 0 0 0
"100170221" 0 0 0 0 0 0
"130120" 0 0 0 0 0 0
"5968" 0 0 0 0 0 0
"5967" 0 0 0 0 0 0
"5969" 0 0 0 0 0 0
"5068" 0 0 0 0 0 4
"1496" 0 0 0 0 0 0
"100422888" 0 0 0 0 0 0
"347730" 0 0 0 0 0 0
"100507201" 0 0 0 0 0 0
"1720" 0 0 0 0 0 0
"388965" 1 1 0 1 0 0
"8802" 1480 898 1147 2400 2908 3422
"1768" 10 0 0 22 0 6
"129293" 173 163 117 170 367 269
"9168" 48296 41541 45404 81893 101303 110669
"56888" 4906 4408 4122 4533 4821 5614
"83439" 132 171 155 16 12 29
"10618" 29108 24447 28128 34412 39662 48232
"54884" 473 433 516 3138 3289 3521
"84173" 501 499 747 851 1162 1163
"822" 8676 6929 3838 54307 73364 71425
"284948" 2 0 0 1 6 10
"4144" 9147 13699 15213 7566 8013 9234
"100507238" 91 86 54 108 125 178
"2677" 449 417 397 1748 1951 2365
"8673" 3758 2717 2477 10342 12238 12587
"10791" 928 1206 1608 210 218 350
"51255" 1546 1166 769 1979 2281 2635
"129303" 657 641 618 1191 1249 1370
"388969" 1438 1189 1752 1350 1505 1996
"10713" 3342 2651 2789 2242 2349 2564
"6439" 10 17 10 0 0 0
"10578" 874 718 456 3 7 4
"84913" 237 288 229 0 0 0
"8869" 1334 2244 2294 4126 4158 5038
"90784" 173 188 207 710 725 894
"25885" 377 458 549 2240 2718 2859
"55037" 1417 1495 1808 2180 2451 2875
"692225" 18 13 54 16 26 16
"10989" 1893 1715 1409 5861 6317 7048
"51318" 211 170 226 1527 1885 2230
"65055" 0 0 0 12 50 140
"55818" 9146 8445 9656 2741 3377 3724
"51652" 3093 2511 2021 4995 6190 6666
"7844" 3892 3535 2719 989 1048 1148
"64795" 6639 5717 7339 1938 2181 2815
"925" 354 193 136 4 2 0
"926" 108 36 16 6 4 0
"100286979" 32 57 24 25 56 36
"400966" 4 4 4 4 6 6
"5343" 4 19 28 28 21 20
"285074" 2988 2637 2636 404 272 430
"100507286" 20 0 4 7 10 6
"112597" 492 299 318 629 638 999
"100507307" 6 24 4 7 1 10
"730268" 27 148 81 60 62 181
"5342" 0 6 15 4 4 10
"729857" 2 2 7 8 4 2
"51315" 288 91 232 1213 1334 1409
"150572" 0 0 0 0 0 0
"2168" 0 0 0 0 0 0
"55258" 59 18 20 226 61 26
"344167" 0 0 0 0 0 0
"200523" 0 0 0 0 0 0
"9451" 3343 1394 1831 1634 1773 2179
"100507360" 14 10 20 13 10 9
"22934" 1105 769 1222 517 658 719
"645784" 35 2 1 0 0 3
"100132330" 0 0 0 0 0 0
"100294406" 25 9 6 0 1 0
"3514" 0 0 0 0 0 0
"28946" 0 1 0 0 0 0
"28947" 1 1 3 0 0 0
"28948" 0 0 0 0 0 0
"28949" 0 0 0 0 0 0
"28950" 1 0 0 0 0 0
"28908" 0 8 4 0 0 0
"28907" 0 0 3 0 0 0
"28299" 0 0 6 0 0 0
"28943" 0 0 0 0 0 0
"28915" 0 0 0 0 0 0
"28942" 1 4 0 0 0 0
"28941" 0 0 0 0 0 0
"28914" 10 2 8 0 2 0
"28940" 0 23 0 0 0 0
"28939" 0 0 0 0 0 0
"28913" 11 2 5 0 0 0
"28938" 0 12 0 0 0 0
"28937" 0 0 0 0 0 0
"28912" 10 16 3 0 0 0
"28906" 1 0 0 0 0 0
"28923" 0 0 0 0 0 0
"28935" 0 5 8 0 0 0
"28921" 11 0 0 0 0 0
"28919" 1 2 1 0 0 2
"28933" 10 0 0 1 0 0
"28931" 0 0 0 0 0 0
"28930" 2 0 3 0 0 0
"28916" 0 0 0 0 0 0
"28878" 0 0 0 0 0 0
"28893" 6 4 0 0 0 0
"28894" 0 0 0 0 0 0
"28896" 0 0 0 0 0 0
"28881" 0 0 0 0 0 0
"28882" 0 0 0 0 0 0
"28883" 30 1 0 0 0 0
"28885" 0 0 0 0 0 0
"28870" 0 0 0 0 0 0
"28874" 0 0 0 0 0 0
"28869" 0 0 0 0 0 0
"28900" 0 0 0 0 0 0
"28901" 4 0 0 0 0 0
"28875" 0 6 0 0 0 0
"28902" 0 0 0 0 0 0
"28903" 4 0 0 0 0 0
"28876" 0 1 0 0 0 0
"28892" 0 0 0 0 0 0
"28891" 0 0 0 0 0 0
"28904" 2 0 0 0 0 0
"28877" 0 0 0 0 0 0
"100287723" 12 18 38 2 0 0
"654342" 10 20 14 36 182 255
"100506191" 0 1 10 8 46 23
"645367" 7 24 2 12 70 126
"642838" 0 0 0 0 0 0
"440888" 0 0 0 0 0 0
"391405" 1 0 0 0 0 0
"729171" 0 0 0 0 0 0
"442028" 0 0 0 0 0 0
"150483" 0 0 2 0 0 1
"4118" 90 43 41 11 1 2
"64969" 1352 802 1139 2432 2505 3395
"84874" 168 227 306 437 705 502
"7549" 4 0 6 228 161 182
"150696" 10 10 16 6 7 0
"30818" 0 0 0 63 57 74
"51011" 321 161 186 773 824 1215
"653192" 0 0 0 0 0 0
"643085" 10 0 0 28 28 20
"129868" 0 0 0 0 0 0
"150759" 168 222 349 844 906 879
"400986" 207 227 210 392 470 547
"729234" 18 6 3 74 58 70
"150763" 44 112 99 423 1876 1823
"151" 466 66 18 1231 697 1073
"431705" 581 100 55 27 8 31
"1844" 12952 6172 6970 1422 1019 1248
"56910" 5366 6101 5754 11461 13685 14560
"285033" 100 161 121 84 70 72
"55654" 18923 13264 11622 12106 13263 15238
"9391" 3199 3281 3798 5640 5622 7092
"23020" 7298 8578 9489 13345 15171 15674
"150771" 18 14 2 56 116 43
"23397" 21 34 22 3364 3274 4610
"93082" 0 0 0 21 40 45
"10865" 7534 7193 6262 5578 6687 6487
"55683" 3334 3895 3546 2490 2705 3470
"90342" 0 0 0 0 0 0
"81562" 82 66 71 807 947 1287
"26504" 1447 1736 1451 1309 1641 1615
"100422928" 17 19 8 0 0 0
"100506036" 2 16 20 5 4 11
"26505" 744 940 1091 1094 1121 1389
"200539" 87 101 124 138 101 122
"51239" 195 99 89 198 269 401
"54910" 578 793 379 24 22 13
"51252" 1 0 0 0 0 0
"151313" 17 26 6 37 20 99
"375248" 241 308 273 427 513 780
"100506076" 8 31 24 42 60 74
"100506123" 82 92 51 170 67 148
"57730" 75 176 172 271 277 352
"1329" 4020 2935 2806 7712 7432 9185
"10120" 2594 2221 1960 3511 3544 4322
"728537" 27 39 30 156 75 102
"7535" 1063 952 715 82 6 16
"23505" 2649 2743 3293 3667 4539 4967
"200403" 0 0 0 0 0 0
"1261" 0 0 0 0 0 0
"3631" 3447 3387 3695 2048 2513 2741
"493753" 657 509 632 744 950 1016
"25972" 700 681 841 1538 1736 2235
"11320" 1189 1157 1096 3373 4492 4038
"343990" 0 18 8 110 105 100
"80705" 39 22 30 106 87 91
"150590" 21 8 4 27 21 32
"51601" 411 374 284 108 105 103
"129531" 197 162 208 677 627 719
"51263" 757 461 542 1419 1553 1880
"254773" 1 0 3 10 4 0
"129530" 37 21 38 69 109 66
"10190" 289 259 307 1539 1388 1945
"9669" 672 708 627 4562 4570 5663
"51455" 1206 1238 1182 1438 1738 1729
"3899" 457 811 806 97 214 79
"150577" 0 0 0 0 0 0
"164832" 10 0 0 13 14 14
"9486" 115 86 136 166 255 269
"129521" 0 0 0 0 0 0
"79031" 901 433 387 950 1182 1343
"4862" 4 8 11 16 1 25
"6160" 33055 24694 20809 11268 12855 16627
"11138" 4150 3987 4866 1342 1421 1346
"100506262" 154 259 344 83 96 80
"100506286" 0 24 6 36 27 68
"55571" 1451 1167 1579 2025 2399 2853
"692205" 251 269 439 82 83 152
"284996" 8918 9008 9690 9142 7640 12460
"200407" 4 0 0 6 4 31
"731220" 14 2 0 24 13 19
"9448" 9019 9049 9412 9739 14211 15092
"100506328" 36 30 77 68 87 131
"7850" 156 42 61 134 354 394
"100131131" 0 0 0 0 0 0
"3554" 828 250 85 1492 2848 1831
"8808" 17 4 16 10 52 30
"9173" 0 12 0 2 31 10
"8809" 91 29 23 25 16 9
"8807" 122 88 107 0 0 0
"389015" 0 0 0 2 2 0
"6549" 0 0 0 71 82 102
"84804" 146 146 205 461 448 606
"130827" 2 4 3 42 50 94
"100287010" 0 0 0 0 0 0
"150568" 0 0 0 0 0 0
"284998" 0 0 0 3 8 14
"100506421" 0 0 0 0 0 0
"5455" 0 0 0 0 0 0
"100506456" 0 0 0 0 0 0
"100128131" 0 0 0 0 0 0
"64965" 282 286 376 744 764 836
"11250" 6 0 0 18 4 13
"9392" 1749 1622 1691 1583 2191 2446
"100506473" 108 59 84 87 49 88
"79074" 434 425 511 281 321 376
"2274" 16 12 0 68 40 43
"100506494" 0 3 0 3 0 0
"8440" 839 930 658 701 638 804
"100506513" 1 0 0 4 0 0
"84417" 2 0 0 0 0 0
"80146" 1568 986 1110 2885 3081 3477
"285189" 0 0 0 0 0 1
"653489" 44 30 82 36 75 70
"84620" 0 0 0 0 0 0
"729121" 0 0 0 0 0 0
"285190" 20 42 30 34 29 43
"60482" 0 0 0 0 0 0
"442038" 0 0 0 0 0 0
"6819" 0 0 4 46 57 85
"151234" 0 0 0 0 0 1
"27233" 0 2 10 0 0 1
"9648" 1956 3228 2052 1868 2376 2554
"3987" 1870 1640 1231 27986 27447 29324
"5903" 16543 8051 9110 10214 10402 11029
"165055" 64 32 40 44 64 75
"10913" 4 0 8 0 0 0
"100287216" 55 21 19 146 157 195
"344558" 93 76 42 664 909 784
"100422863" 0 8 0 0 0 0
"100506574" 5 6 2 0 0 0
"100423027" 0 0 0 0 0 0
"729164" 0 0 0 0 0 0
"151011" 239 82 166 2362 2290 3498
"100506890" 0 0 7 2 1 13
"65124" 560 238 635 2331 2379 3127
"100506563" 0 0 0 0 0 0
"84220" 28 36 37 44 56 221
"100271835" 0 0 0 0 0 0
"96626" 2 0 0 6 23 25
"440895" 0 0 0 0 0 0
"100422994" 0 0 0 0 0 0
"7851" 0 2 0 8 2 10
"4867" 4 0 0 2 10 20
"205251" 112 89 75 785 820 1154
"100505546" 0 0 0 0 0 0
"100507334" 0 0 0 0 0 0
"100287119" 0 0 0 0 2 0
"151009" 0 0 0 0 0 2
"100288570" 0 0 6 9 16 59
"100288695" 5 4 10 50 133 150
"729540" 52 5 4 9 133 17
"100507581" 0 0 0 0 0 0
"699" 2 8 18 174 285 644
"55289" 3 4 4 0 0 0
"400997" 4 0 0 0 0 0
"10018" 12748 9686 7675 488 627 629
"100505634" 56 54 69 125 155 205
"100128130" 66 21 92 50 67 83
"541471" 475 233 235 350 360 623
"64682" 357 397 485 1864 1971 2163
"10461" 433 402 525 1142 1486 1245
"84910" 763 902 1340 4526 5059 5552
"129804" 10 12 0 0 0 0
"84524" 122 159 158 381 448 457
"376940" 371 238 457 708 699 756
"727851" 365 586 543 309 630 726
"150465" 1184 1144 1356 6371 7197 8246
"84172" 305 328 613 1043 912 1286
"84269" 524 415 300 743 629 810
"400999" 54 12 13 200 108 89
"6574" 3834 4286 5212 24327 21548 23565
